image-set,filename,partition,subpartition,turned,occluded,expressive,tilted,gt-x0,gt-y0,gt-x1,gt-y1,gt-x2,gt-y2,gt-x3,gt-y3,gt-x4,gt-y4,gt-x5,gt-y5,gt-x6,gt-y6,gt-x7,gt-y7,gt-x8,gt-y8,gt-x9,gt-y9,gt-x10,gt-y10,gt-x11,gt-y11,gt-x12,gt-y12,gt-x13,gt-y13,gt-x14,gt-y14,gt-x15,gt-y15,gt-x16,gt-y16,gt-x17,gt-y17,gt-x18,gt-y18,gt-x19,gt-y19,gt-x20,gt-y20,gt-x21,gt-y21,gt-x22,gt-y22,gt-x23,gt-y23,gt-x24,gt-y24,gt-x25,gt-y25,gt-x26,gt-y26,gt-x27,gt-y27,gt-x28,gt-y28,gt-x29,gt-y29,gt-x30,gt-y30,gt-x31,gt-y31,gt-x32,gt-y32,gt-x33,gt-y33,gt-x34,gt-y34,gt-x35,gt-y35,gt-x36,gt-y36,gt-x37,gt-y37,gt-x38,gt-y38,gt-x39,gt-y39,gt-x40,gt-y40,gt-x41,gt-y41,gt-x42,gt-y42,gt-x43,gt-y43,gt-x44,gt-y44,gt-x45,gt-y45,gt-x46,gt-y46,gt-x47,gt-y47,gt-x48,gt-y48,gt-x49,gt-y49,gt-x50,gt-y50,gt-x51,gt-y51,gt-x52,gt-y52,gt-x53,gt-y53,gt-x54,gt-y54,gt-x55,gt-y55,gt-x56,gt-y56,gt-x57,gt-y57,gt-x58,gt-y58,gt-x59,gt-y59,gt-x60,gt-y60,gt-x61,gt-y61,gt-x62,gt-y62,gt-x63,gt-y63,gt-x64,gt-y64,gt-x65,gt-y65,gt-x66,gt-y66,gt-x67,gt-y67
ads,1072.Still005.jpg,infanface-train,infanface-train,1.0,0.0,1.0,1.0,0.4482758620689655,1.1476510067114094,0.596551724137931,1.1778523489932886,0.7735632183908046,1.2013422818791946,0.9275862068965517,1.1644295302013423,1.0218390804597701,1.1017897091722595,1.0804597701149425,1.0469798657718121,1.1195402298850574,0.9809843400447428,1.1701149425287356,0.9463087248322147,1.3977011494252873,0.7494407158836689,1.3551724137931034,0.6342281879194631,1.3310344827586207,0.558165548098434,1.282758620689655,0.4798657718120805,1.2160919540229884,0.41946308724832215,1.0954022988505747,0.3131991051454139,0.9781609195402299,0.2829977628635347,0.896551724137931,0.2639821029082774,0.8264367816091954,0.24049217002237136,0.39770114942528734,0.6868008948545862,0.4,0.5592841163310962,0.42873563218390803,0.48769574944071586,0.47011494252873565,0.43847874720357943,0.535632183908046,0.4172259507829978,0.6609195402298851,0.2639821029082774,0.6724137931034483,0.2214765100671141,0.6977011494252874,0.20134228187919462,0.7057471264367816,0.20246085011185683,0.7057471264367816,0.20246085011185683,0.7057471264367816,0.39038031319910516,0.7896551724137931,0.3959731543624161,0.8563218390804598,0.37583892617449666,0.9206896551724137,0.37919463087248323,0.8793103448275862,0.5648769574944071,0.9218390804597701,0.5178970917225951,0.960919540229885,0.4664429530201342,0.9781609195402299,0.4217002237136465,0.996551724137931,0.4082774049217002,0.5149425287356322,0.697986577181208,0.5609195402298851,0.5615212527964206,0.6126436781609196,0.4988814317673378,0.6827586206896552,0.4843400447427293,0.6298850574712643,0.5257270693512305,0.5873563218390805,0.5727069351230425,0.7758620689655172,0.3568232662192394,0.7896551724137931,0.29194630872483224,0.8149425287356322,0.27181208053691275,0.8620689655172413,0.26733780760626397,0.8344827586206897,0.2941834451901566,0.8149425287356322,0.32102908277404923,0.9942528735632183,0.7774049217002237,1.013793103448276,0.5939597315436241,1.0367816091954023,0.5145413870246085,1.0586206896551724,0.49105145413870244,1.0816091954022988,0.46868008948545864,1.145977011494253,0.4899328859060403,1.1517241379310346,0.558165548098434,1.1850574712643678,0.5961968680089486,1.1793103448275861,0.6263982102908278,1.1735632183908047,0.6465324384787472,1.164367816091954,0.6655480984340044,1.089655172413793,0.743847874720358,1.013793103448276,0.7718120805369127,1.042528735632184,0.5894854586129754,1.0724137931034483,0.5335570469798657,1.0942528735632184,0.5011185682326622,1.150574712643678,0.5425055928411633,1.157471264367816,0.6129753914988815,1.1517241379310346,0.6297539149888143,1.139080459770115,0.6711409395973155
ads,13555.Still049.jpg,infanface-train,infanface-train,1.0,0.0,0.0,1.0,3.459546925566343,1.307875894988067,3.3398058252427183,1.39618138424821,3.2459546925566345,1.4128878281622912,3.116504854368932,1.4534606205250598,3.0032362459546924,1.494033412887828,2.9385113268608416,1.5513126491646778,2.8802588996763756,1.630071599045346,2.8640776699029127,1.739856801909308,2.8284789644012944,1.8257756563245824,2.9611650485436893,1.9618138424821003,3.0614886731391584,2.035799522673031,3.168284789644013,2.116945107398568,3.2750809061488675,2.2028639618138426,3.385113268608414,2.2673031026252985,3.546925566343042,2.307875894988067,3.70873786407767,2.279236276849642,3.8284789644012944,2.243436754176611,3.4045307443365695,1.331742243436754,3.436893203883495,1.307875894988067,3.472491909385113,1.3412887828162292,3.4919093851132685,1.3866348448687351,3.495145631067961,1.4248210023866348,3.6310679611650487,1.6229116945107398,3.6699029126213594,1.6873508353221958,3.6893203883495147,1.7374701670644392,3.7184466019417477,1.7899761336515514,3.750809061488673,1.8424821002386635,3.4466019417475726,1.522673031026253,3.343042071197411,1.529832935560859,3.27831715210356,1.5250596658711217,3.1844660194174756,1.5202863961813842,3.1100323624595467,1.5489260143198091,3.1262135922330097,1.577565632458234,3.1488673139158574,1.5990453460620524,3.177993527508091,1.630071599045346,3.1844660194174756,1.694510739856802,3.3300970873786406,1.4152744630071599,3.381877022653722,1.405727923627685,3.414239482200647,1.4391408114558473,3.3980582524271843,1.503579952267303,3.3268608414239482,1.4868735083532219,3.3009708737864076,1.4367541766109786,3.482200647249191,1.6778042959427208,3.559870550161812,1.6992840095465394,3.592233009708738,1.7637231503579953,3.614886731391586,1.8544152744630071,3.540453074433657,1.8162291169451075,3.472491909385113,1.7541766109785202,2.9352750809061487,1.639618138424821,2.98705501618123,1.6276849642004774,3.029126213592233,1.6276849642004774,3.029126213592233,1.6515513126491648,3.0679611650485437,1.668257756563246,3.0614886731391584,1.7255369928400954,3.0776699029126213,1.8305489260143197,3.0,1.7899761336515514,2.9514563106796117,1.7494033412887828,2.941747572815534,1.720763723150358,2.9385113268608416,1.6992840095465394,2.954692556634304,1.6587112171837708,2.970873786407767,1.6443914081145585,3.0,1.6634844868735084,3.01294498381877,1.6849642004773269,3.0226537216828477,1.704057279236277,3.0485436893203883,1.7804295942720765,3.0097087378640777,1.7422434367541766,2.983818770226537,1.7088305489260143,2.970873786407767,1.6825775656324582
ads,14287.Still051.jpg,infanface-train,infanface-train,0.0,1.0,0.0,0.0,2.384393063583815,1.6836363636363636,2.3959537572254335,1.8145454545454545,2.4161849710982657,1.9418181818181819,2.4971098265895955,2.050909090909091,2.6040462427745665,2.1418181818181816,2.7196531791907512,2.192727272727273,2.8179190751445087,2.229090909090909,2.913294797687861,2.247272727272727,3.054913294797688,2.3236363636363637,3.184971098265896,2.2545454545454544,3.2658959537572256,2.1745454545454543,3.3554913294797686,2.018181818181818,3.3815028901734103,1.8327272727272728,3.384393063583815,1.6654545454545455,3.3757225433526012,1.5854545454545454,3.361271676300578,1.5127272727272727,3.3497109826589595,1.4072727272727272,2.6098265895953756,1.3963636363636365,2.684971098265896,1.3272727272727274,2.7658959537572256,1.3236363636363637,2.846820809248555,1.3309090909090908,2.907514450867052,1.36,3.1416184971098264,1.3636363636363635,3.213872832369942,1.3309090909090908,3.2803468208092488,1.3236363636363637,3.320809248554913,1.3309090909090908,3.346820809248555,1.36,3.040462427745665,1.5018181818181817,3.054913294797688,1.5927272727272728,3.078034682080925,1.6545454545454545,3.0838150289017343,1.7345454545454546,2.953757225433526,1.8509090909090908,3.0173410404624277,1.8363636363636364,3.078034682080925,1.8327272727272728,3.115606936416185,1.8327272727272728,3.167630057803468,1.8509090909090908,2.6965317919075145,1.5454545454545454,2.7630057803468207,1.4836363636363636,2.8294797687861273,1.48,2.907514450867052,1.5527272727272727,2.841040462427746,1.56,2.7803468208092488,1.56,3.147398843930636,1.549090909090909,3.1763005780346822,1.469090909090909,3.2427745664739884,1.4654545454545456,3.3034682080924855,1.52,3.2572254335260116,1.5345454545454544,3.2109826589595376,1.5454545454545454,2.945086705202312,2.061818181818182,3.0260115606936417,2.0145454545454546,3.0635838150289016,1.989090909090909,3.098265895953757,2.0,3.1300578034682083,1.9854545454545454,3.0953757225433525,2.0036363636363634,3.1705202312138727,2.018181818181818,3.167630057803468,2.076363636363636,3.1358381502890174,2.109090909090909,3.106936416184971,2.1272727272727274,3.0722543352601157,2.1236363636363635,3.0260115606936417,2.109090909090909,2.9826589595375723,2.061818181818182,3.054913294797688,2.021818181818182,3.0838150289017343,2.018181818181818,3.1184971098265897,2.018181818181818,3.1647398843930636,2.050909090909091,3.121387283236994,2.090909090909091,3.0953757225433525,2.098181818181818,3.060693641618497,2.098181818181818
ads,14753.Still054.jpg,infanface-train,infanface-train,1.0,1.0,0.0,0.0,2.002932551319648,1.2769230769230768,2.035190615835777,1.4184615384615384,2.0850439882697946,1.56,2.228739002932551,1.6215384615384616,2.398826979472141,1.6830769230769231,2.504398826979472,1.7446153846153847,2.6158357771260996,1.803076923076923,2.7331378299120233,1.8492307692307692,2.873900293255132,1.8184615384615384,2.906158357771261,1.7938461538461539,2.9208211143695015,1.7538461538461538,2.9501466275659824,1.6738461538461538,2.967741935483871,1.5046153846153847,2.93841642228739,1.2092307692307693,2.8475073313782993,1.0984615384615384,2.8269794721407626,1.0061538461538462,2.835777126099707,0.8861538461538462,2.56891495601173,0.9692307692307692,2.653958944281525,0.88,2.730205278592375,0.8492307692307692,2.7917888563049855,0.8492307692307692,2.812316715542522,0.8676923076923077,2.832844574780059,0.8861538461538462,2.832844574780059,0.8861538461538462,2.832844574780059,0.8861538461538462,2.832844574780059,0.8861538461538462,2.832844574780059,0.8861538461538462,2.8299120234604107,1.073846153846154,2.8563049853372435,1.126153846153846,2.9237536656891496,1.1938461538461538,3.002932551319648,1.2584615384615385,2.906158357771261,1.4646153846153847,2.9442815249266863,1.4523076923076923,2.967741935483871,1.4430769230769231,2.967741935483871,1.4430769230769231,2.961876832844575,1.44,2.6099706744868034,1.0923076923076922,2.7067448680351904,1.0461538461538462,2.7331378299120233,1.0369230769230768,2.7595307917888565,1.0769230769230769,2.7536656891495603,1.123076923076923,2.695014662756598,1.113846153846154,2.809384164222874,1.0492307692307692,2.8181818181818183,1.0123076923076924,2.8181818181818183,1.0123076923076924,2.838709677419355,1.043076923076923,2.838709677419355,1.0676923076923077,2.8299120234604107,1.0584615384615386,2.7917888563049855,1.6738461538461538,2.87683284457478,1.64,2.929618768328446,1.6215384615384616,2.964809384164223,1.6153846153846154,2.941348973607038,1.6307692307692307,2.873900293255132,1.643076923076923,2.838709677419355,1.6861538461538461,2.900293255131965,1.7138461538461538,2.8885630498533725,1.7292307692307691,2.87683284457478,1.7323076923076923,2.868035190615836,1.7323076923076923,2.835777126099707,1.7292307692307691,2.7976539589442817,1.7230769230769232,2.900293255131965,1.6615384615384616,2.9266862170087977,1.6553846153846155,2.9208211143695015,1.6553846153846155,2.8885630498533725,1.7015384615384614,2.8885630498533725,1.7107692307692308,2.87683284457478,1.7138461538461538,2.8504398826979473,1.7138461538461538
ads,14998.Still056.jpg,infanface-train,infanface-train,0.0,0.0,1.0,0.0,1.1273584905660377,1.2763713080168777,1.1352201257861636,1.379746835443038,1.1430817610062893,1.5,1.1745283018867925,1.6540084388185654,1.2154088050314464,1.8016877637130801,1.2830188679245282,1.9345991561181435,1.380503144654088,1.9915611814345993,1.470125786163522,2.0337552742616034,1.6776729559748427,2.1371308016877637,1.8647798742138364,1.981012658227848,1.9528301886792452,1.8966244725738397,2.0644654088050314,1.7721518987341771,2.110062893081761,1.630801687763713,2.1242138364779874,1.481012658227848,2.1257861635220126,1.350210970464135,2.1273584905660377,1.2637130801687764,2.111635220125786,1.1371308016877637,1.2279874213836477,1.261603375527426,1.2908805031446542,1.219409282700422,1.3427672955974843,1.1983122362869199,1.4103773584905661,1.2004219409282701,1.4874213836477987,1.2278481012658229,1.7264150943396226,1.1877637130801688,1.8066037735849056,1.1624472573839661,1.8647798742138364,1.1371308016877637,1.940251572327044,1.1476793248945147,2.0125786163522013,1.1793248945147679,1.6336477987421383,1.3670886075949367,1.6367924528301887,1.4746835443037976,1.6383647798742138,1.5780590717299579,1.6430817610062893,1.6434599156118144,1.5235849056603774,1.6793248945147679,1.5880503144654088,1.6940928270042195,1.6383647798742138,1.7025316455696202,1.6886792452830188,1.6708860759493671,1.7421383647798743,1.6476793248945147,1.2908805031446542,1.3776371308016877,1.3742138364779874,1.3354430379746836,1.4355345911949686,1.3312236286919832,1.5047169811320755,1.3776371308016877,1.4622641509433962,1.4113924050632911,1.369496855345912,1.4219409282700421,1.729559748427673,1.3523206751054853,1.7845911949685536,1.2953586497890295,1.8553459119496856,1.2869198312236287,1.9433962264150944,1.3059071729957805,1.8663522012578617,1.360759493670886,1.79874213836478,1.3755274261603376,1.4528301886792452,1.8059071729957805,1.529874213836478,1.8059071729957805,1.599056603773585,1.8037974683544304,1.6367924528301887,1.7953586497890295,1.6650943396226414,1.7848101265822784,1.740566037735849,1.7827004219409284,1.828616352201258,1.7721518987341771,1.79874213836478,1.8670886075949367,1.7154088050314464,1.9873417721518987,1.6446540880503144,2.018987341772152,1.5754716981132075,2.0147679324894514,1.4968553459119496,1.9367088607594938,1.4952830188679245,1.8333333333333333,1.578616352201258,1.8291139240506329,1.6257861635220126,1.8248945147679325,1.680817610062893,1.8185654008438819,1.8034591194968554,1.7911392405063291,1.7075471698113207,1.9240506329113924,1.6336477987421383,1.9472573839662448,1.5754716981132075,1.9430379746835442
ads,1525.Still009.jpg,infanface-train,infanface-train,1.0,0.0,1.0,0.0,3.381766381766382,1.6852589641434264,3.353276353276353,1.792828685258964,3.3276353276353277,1.8725099601593624,3.304843304843305,2.0,3.324786324786325,2.135458167330677,3.3561253561253563,2.262948207171315,3.4017094017094016,2.3904382470119523,3.455840455840456,2.50996015936255,3.52991452991453,2.685258964143426,3.735042735042735,2.6733067729083664,3.8774928774928776,2.6613545816733066,3.988603988603989,2.597609561752988,4.082621082621083,2.5298804780876494,4.15954415954416,2.4820717131474104,4.239316239316239,2.3784860557768925,4.27065527065527,2.231075697211155,4.304843304843305,2.0756972111553784,3.358974358974359,1.701195219123506,3.381766381766382,1.6932270916334662,3.433048433048433,1.697211155378486,3.4814814814814814,1.7290836653386454,3.5128205128205128,1.7768924302788844,3.7122507122507122,1.800796812749004,3.774928774928775,1.800796812749004,3.8461538461538463,1.8167330677290836,3.8917378917378915,1.8605577689243027,3.9344729344729346,1.9203187250996017,3.5868945868945867,1.9203187250996017,3.544159544159544,1.9920318725099602,3.5128205128205128,2.0318725099601593,3.4843304843304845,2.0796812749003983,3.455840455840456,2.139442231075697,3.4757834757834756,2.1633466135458166,3.5128205128205128,2.1713147410358564,3.5584045584045585,2.1792828685258963,3.5954415954415953,2.183266932270916,3.376068376068376,1.8047808764940239,3.4301994301994303,1.8047808764940239,3.4843304843304845,1.8207171314741035,3.527065527065527,1.8964143426294822,3.4814814814814814,1.8924302788844622,3.4472934472934473,1.8605577689243027,3.7236467236467234,1.9362549800796813,3.780626780626781,1.9282868525896415,3.8461538461538463,1.9601593625498008,3.923076923076923,1.99601593625498,3.8461538461538463,2.0,3.792022792022792,1.9880478087649402,3.4472934472934473,2.3346613545816735,3.49002849002849,2.298804780876494,3.52991452991453,2.314741035856574,3.5555555555555554,2.3306772908366535,3.5754985754985755,2.3346613545816735,3.6438746438746437,2.362549800796813,3.7207977207977208,2.3904382470119523,3.6438746438746437,2.450199203187251,3.578347578347578,2.4223107569721116,3.547008547008547,2.410358565737052,3.5156695156695155,2.398406374501992,3.4757834757834756,2.350597609561753,3.4643874643874644,2.302788844621514,3.5128205128205128,2.3346613545816735,3.532763532763533,2.3386454183266934,3.5641025641025643,2.350597609561753,3.663817663817664,2.410358565737052,3.5811965811965814,2.3904382470119523,3.54985754985755,2.3745019920318726,3.5213675213675213,2.350597609561753
ads,15454.Still059.jpg,infanface-train,infanface-train,0.0,1.0,0.0,0.0,2.4122137404580153,1.8687943262411348,2.3944020356234095,1.9432624113475176,2.38676844783715,2.074468085106383,2.422391857506361,2.230496453900709,2.480916030534351,2.3865248226950353,2.5623409669211195,2.549645390070922,2.623409669211196,2.6631205673758864,2.7022900763358777,2.723404255319149,2.83206106870229,2.868794326241135,2.969465648854962,2.797872340425532,3.104325699745547,2.7375886524822697,3.1755725190839694,2.6702127659574466,3.21882951653944,2.599290780141844,3.267175572519084,2.4609929078014185,3.292620865139949,2.3439716312056738,3.323155216284987,2.273049645390071,3.38676844783715,2.117021276595745,2.7022900763358777,2.0673758865248226,2.7888040712468194,2.0567375886524824,2.8702290076335877,2.0673758865248226,2.931297709923664,2.1099290780141846,2.982188295165394,2.1347517730496453,3.16793893129771,2.141843971631206,3.223918575063613,2.141843971631206,3.2748091603053435,2.141843971631206,3.3155216284987277,2.141843971631206,3.3435114503816794,2.148936170212766,3.068702290076336,2.2872340425531914,3.0559796437659035,2.3652482269503547,3.0610687022900764,2.4290780141843973,3.0610687022900764,2.50354609929078,2.900763358778626,2.524822695035461,2.9516539440203564,2.5673758865248226,3.017811704834606,2.5673758865248226,3.0610687022900764,2.549645390070922,3.089058524173028,2.521276595744681,2.7455470737913488,2.1843971631205674,2.8193384223918576,2.2127659574468086,2.8702290076335877,2.2056737588652484,2.9134860050890583,2.202127659574468,2.8702290076335877,2.24468085106383,2.8193384223918576,2.24468085106383,3.1297709923664123,2.230496453900709,3.1806615776081424,2.25531914893617,3.21882951653944,2.25531914893617,3.272264631043257,2.2375886524822697,3.2290076335877864,2.2624113475177303,3.1857506361323153,2.25531914893617,2.816793893129771,2.6702127659574466,2.867684478371501,2.6595744680851063,2.9185750636132317,2.6595744680851063,2.94147582697201,2.6808510638297873,2.9669211195928753,2.673758865248227,3.0025445292620865,2.6666666666666665,3.05089058524173,2.6914893617021276,3.0025445292620865,2.7127659574468086,2.9720101781170483,2.730496453900709,2.9338422391857506,2.7588652482269502,2.89058524173028,2.74822695035461,2.849872773536896,2.7163120567375887,2.8346055979643765,2.6773049645390072,2.900763358778626,2.6808510638297873,2.9236641221374047,2.6879432624113475,2.946564885496183,2.6914893617021276,3.0025445292620865,2.6914893617021276,2.9516539440203564,2.7056737588652484,2.9236641221374047,2.7092198581560285,2.895674300254453,2.702127659574468
ads,15572.Still061.jpg,infanface-train,infanface-train,1.0,0.0,0.0,0.0,0.9525065963060686,1.200557103064067,1.050131926121372,1.286908077994429,1.158311345646438,1.3899721448467968,1.287598944591029,1.4206128133704736,1.4274406332453826,1.4596100278551531,1.5593667546174141,1.4623955431754874,1.683377308707124,1.448467966573816,1.7651715039577835,1.392757660167131,1.8891820580474934,1.3816155988857939,1.9155672823218997,1.256267409470752,1.9445910290237467,1.1364902506963788,1.9525065963060686,1.0278551532033426,1.9445910290237467,0.9136490250696379,1.8891820580474934,0.7855153203342619,1.841688654353562,0.7075208913649025,1.7810026385224274,0.6434540389972145,1.754617414248021,0.5181058495821727,1.1926121372031662,0.8774373259052924,1.2401055408970976,0.7604456824512534,1.2849604221635884,0.6685236768802229,1.353562005277045,0.6155988857938719,1.4195250659630607,0.6100278551532033,1.6121372031662269,0.5041782729805014,1.6569920844327177,0.4623955431754875,1.720316622691293,0.467966573816156,1.7598944591029024,0.49303621169916434,1.770448548812665,0.5376044568245125,1.6200527704485488,0.6935933147632312,1.6701846965699207,0.7437325905292479,1.7150395778364116,0.7632311977715878,1.7572559366754616,0.7883008356545961,1.6569920844327177,0.9498607242339833,1.7308707124010554,0.924791086350975,1.7572559366754616,0.9025069637883009,1.7836411609498681,0.8941504178272981,1.8021108179419525,0.8802228412256268,1.3192612137203166,0.8495821727019499,1.353562005277045,0.7715877437325905,1.4089709762532983,0.7298050139275766,1.4802110817941954,0.7632311977715878,1.4406332453825859,0.8105849582172702,1.3852242744063326,0.8328690807799443,1.6490765171503958,0.6768802228412256,1.6622691292875988,0.6183844011142061,1.6992084432717678,0.5988857938718662,1.7519788918205805,0.6323119777158774,1.725593667546174,0.6601671309192201,1.6939313984168864,0.6740947075208914,1.6860158311345645,1.1671309192200556,1.7361477572559367,1.064066852367688,1.7598944591029024,0.9944289693593314,1.799472295514512,0.9916434540389972,1.8311345646437995,0.9665738161559888,1.8680738786279683,1.0139275766016713,1.878627968337731,1.0724233983286908,1.878627968337731,1.128133704735376,1.8733509234828496,1.1615598885793872,1.8548812664907652,1.1782729805013927,1.8258575197889182,1.181058495821727,1.7598944591029024,1.1894150417827298,1.7071240105540897,1.1643454038997214,1.770448548812665,1.0445682451253482,1.812664907651715,1.0250696378830084,1.8364116094986807,1.0167130919220055,1.8627968337730871,1.0612813370473537,1.8469656992084433,1.1253481894150419,1.8284960422163588,1.1420612813370474,1.804749340369393,1.1448467966573816
ads,17889.Still065.jpg,infanface-train,infanface-train,0.0,1.0,0.0,0.0,1.4101838755304101,0.5811051693404634,1.386138613861386,0.7005347593582888,1.3239038189533239,0.7825311942959001,1.275813295615276,0.8734402852049911,1.2404526166902405,0.9696969696969697,1.2404526166902405,1.067736185383244,1.2503536067892504,1.1693404634581106,1.3026874115983027,1.3190730837789661,1.388967468175389,1.411764705882353,1.5714285714285714,1.4509803921568627,1.7411598302687412,1.393939393939394,1.891089108910891,1.3155080213903743,2.036775106082037,1.2174688057040999,2.1145685997171144,1.124777183600713,2.181046676096181,0.9590017825311943,2.2093352192362095,0.8520499108734403,2.2404526166902405,0.7130124777183601,1.4059405940594059,0.5329768270944741,1.4469589816124468,0.47771836007130125,1.5063649222065063,0.45098039215686275,1.5572842998585572,0.48128342245989303,1.5997171145685998,0.5258467023172906,1.758132956152758,0.5115864527629234,1.8472418670438473,0.46345811051693403,1.9306930693069306,0.46880570409982175,2.0127298444130126,0.5222816399286988,2.082036775106082,0.5739750445632799,1.5926449787835926,0.6916221033868093,1.5586987270155588,0.7433155080213903,1.5205091937765205,0.7736185383244206,1.4893917963224894,0.8128342245989305,1.4158415841584158,0.9162210338680927,1.4582743988684583,0.9197860962566845,1.4893917963224894,0.928698752228164,1.5304101838755304,0.9340463458110517,1.5884016973125885,0.9518716577540107,1.4158415841584158,0.6987522281639929,1.4681753889674682,0.6256684491978609,1.5162659123055162,0.6310160427807486,1.5403111739745403,0.7165775401069518,1.502121640735502,0.7201426024955436,1.461103253182461,0.7130124777183601,1.7227722772277227,0.7290552584670231,1.811881188118812,0.6470588235294118,1.874115983026874,0.6524064171122995,1.9603960396039604,0.7308377896613191,1.874115983026874,0.7415329768270945,1.8132956152758133,0.7379679144385026,1.355021216407355,1.142602495543672,1.4016973125884018,1.0606060606060606,1.4158415841584158,1.0338680926916222,1.4370579915134372,1.0338680926916222,1.461103253182461,1.0303030303030303,1.5374823196605374,1.085561497326203,1.6265912305516266,1.1764705882352942,1.5275813295615275,1.142602495543672,1.4724186704384725,1.1194295900178253,1.4512022630834511,1.1158645276292336,1.4398868458274399,1.1158645276292336,1.396039603960396,1.1301247771836007,1.371994342291372,1.124777183600713,1.4031117397454032,1.0998217468805704,1.4342291371994342,1.0944741532976827,1.463932107496464,1.0944741532976827,1.5884016973125885,1.160427807486631,1.471004243281471,1.1158645276292336,1.4413012729844412,1.106951871657754,1.4243281471004243,1.1087344028520498
ads,19020.Still068.jpg,infanface-train,infanface-train,0.0,1.0,1.0,0.0,0.45,0.43724696356275305,0.4810344827586207,0.5654520917678812,0.44913793103448274,0.689608636977058,0.43017241379310345,0.815114709851552,0.43448275862068964,0.9298245614035088,0.46206896551724136,1.0364372469635628,0.5129310344827587,1.1578947368421053,0.6258620689655172,1.2793522267206479,0.6956896551724138,1.329284750337382,0.8655172413793103,1.3252361673414306,0.9793103448275862,1.3184885290148447,1.1008620689655173,1.2753036437246963,1.2086206896551723,1.213225371120108,1.3077586206896552,1.116059379217274,1.3586206896551725,0.9446693657219973,1.3905172413793103,0.8029689608636977,1.4301724137931036,0.6153846153846154,0.4689655172413793,0.4601889338731444,0.4853448275862069,0.41700404858299595,0.5103448275862069,0.38866396761133604,0.5413793103448276,0.3873144399460189,0.5818965517241379,0.40350877192982454,0.8293103448275863,0.37112010796221323,0.8905172413793103,0.33873144399460187,0.9405172413793104,0.3292847503373819,1.0129310344827587,0.33873144399460187,1.0836206896551723,0.37786774628879893,0.6681034482758621,0.5155195681511471,0.653448275862069,0.5587044534412956,0.6327586206896552,0.5856950067476383,0.6086206896551725,0.6342780026990553,0.5525862068965517,0.7422402159244265,0.5939655172413794,0.7597840755735492,0.6422413793103449,0.7530364372469636,0.6974137931034483,0.7503373819163293,0.7646551724137931,0.7503373819163293,0.4896551724137931,0.553306342780027,0.5189655172413793,0.5155195681511471,0.5612068965517242,0.5060728744939271,0.621551724137931,0.5398110661268556,0.5732758620689655,0.5654520917678812,0.5232758620689655,0.562753036437247,0.8405172413793104,0.5384615384615384,0.8887931034482759,0.48717948717948717,0.9594827586206897,0.48717948717948717,1.061206896551724,0.5195681511470985,0.9810344827586207,0.5492577597840755,0.9094827586206896,0.5560053981106613,0.571551724137931,0.99055330634278,0.5844827586206897,0.9068825910931174,0.6172413793103448,0.8771929824561403,0.6491379310344828,0.8812415654520918,0.6767241379310345,0.8744939271255061,0.7793103448275862,0.9298245614035088,0.9137931034482759,0.9527665317139001,0.8336206896551724,1.0526315789473684,0.718103448275862,1.0715249662618083,0.6655172413793103,1.0755735492577598,0.6301724137931034,1.0661268556005399,0.6129310344827587,1.0350877192982457,0.5905172413793104,0.9892037786774629,0.6362068965517241,0.9149797570850202,0.6698275862068965,0.9082321187584346,0.6956896551724138,0.9082321187584346,0.9008620689655172,0.9662618083670715,0.7267241379310345,1.0526315789473684,0.6698275862068965,1.0553306342780027,0.6362068965517241,1.0256410256410255
